Timestamp,Open,High,Low,Close,Volume
2015-01-02,206.3800048828125,206.8800048828125,204.17999267578125,172.0752410888672,121465900
2015-01-05,204.1699981689453,204.3699951171875,201.35000610351562,168.96762084960938,169632600
2015-01-06,202.08999633789062,202.72000122070312,198.86000061035156,167.3761444091797,209151400
2015-01-07,201.4199981689453,202.72000122070312,200.8800048828125,169.46182250976562,125346700
2015-01-08,204.00999450683594,206.16000366210938,203.99000549316406,172.4689178466797,147217800
2015-01-09,206.39999389648438,206.4199981689453,203.50999450683594,171.08682250976562,158567300
2015-01-12,204.41000366210938,204.60000610351562,201.9199981689453,169.74655151367188,144396100
2015-01-13,204.1199951171875,205.47999572753906,200.50999450683594,169.26919555664062,214553300
2015-01-14,199.64999389648438,201.10000610351562,198.57000732421875,168.24725341796875,192991100
2015-01-15,201.6300048828125,202.00999450683594,198.8800048828125,166.70603942871094,176613900
2015-01-16,198.77000427246094,201.82000732421875,198.5500030517578,168.89219665527344,211879600
2015-01-20,202.39999389648438,202.72000122070312,200.1699981689453,169.25238037109375,130991100
2015-01-21,201.5,203.66000366210938,200.94000244140625,170.10671997070312,122942700
2015-01-22,203.99000549316406,206.25999450683594,202.3300018310547,172.63641357421875,174356000
2015-01-23,205.7899932861328,206.10000610351562,204.80999755859375,171.6899871826172,117516800
2015-01-26,204.7100067138672,205.55999755859375,203.85000610351562,172.09201049804688,92009700
2015-01-27,202.97000122070312,204.1199951171875,201.74000549316406,169.822021484375,134044600
2015-01-28,204.1699981689453,204.2899932861328,199.91000366210938,167.64413452148438,168514300
2015-01-29,200.3800048828125,202.3000030517578,198.67999267578125,169.1938018798828,173585400
2015-01-30,200.57000732421875,202.1699981689453,199.1300048828125,167.06619262695312,197729700
2015-02-02,200.0500030517578,202.02999877929688,197.86000061035156,169.13511657714844,163107000
2015-02-03,203.0,204.85000610351562,202.5500030517578,171.58108520507812,124212900
2015-02-04,203.9199981689453,205.3800048828125,203.50999450683594,170.9276580810547,134306700
2015-02-05,204.86000061035156,206.3000030517578,204.77000427246094,172.65318298339844,97953200
2015-02-06,206.55999755859375,207.24000549316406,204.9199981689453,172.17579650878906,125672000
2015-02-09,204.77000427246094,205.63999938964844,204.13999938964844,171.40513610839844,87219000
2015-02-10,205.8800048828125,207.1199951171875,204.67999267578125,173.23121643066406,96164200
2015-02-11,206.61000061035156,207.4499969482422,205.8300018310547,173.33169555664062,91087800
2015-02-12,207.88999938964844,208.99000549316406,206.97000122070312,174.9985809326172,97545900
2015-02-13,209.07000732421875,209.83999633789062,208.75999450683594,175.71890258789062,93670400
2015-02-17,209.39999389648438,210.32000732421875,209.10000610351562,175.9954071044922,76968200
2015-02-18,209.66000366210938,210.22000122070312,209.33999633789062,176.0120849609375,80652900
2015-02-19,209.41000366210938,210.4199981689453,209.24000549316406,175.88648986816406,91462500
2015-02-20,209.47999572753906,211.3300018310547,208.72999572753906,176.94187927246094,140896400
2015-02-23,210.94000244140625,211.2100067138672,210.47999572753906,176.9167938232422,74411100
2015-02-24,211.1199951171875,212.0500030517578,210.75999450683594,177.41932678222656,72472300
2015-02-25,211.66000366210938,212.24000549316406,211.22000122070312,177.26858520507812,73061700
2015-02-26,211.52000427246094,211.7100067138672,210.64999389648438,177.05918884277344,72697900
2015-02-27,211.25999450683594,211.5800018310547,210.60000610351562,176.45606994628906,108076000
2015-03-02,210.77999877929688,212.05999755859375,210.72000122070312,177.57015991210938,87491400
2015-03-03,211.47000122070312,212.0500030517578,210.0800018310547,176.84136962890625,110325800
2015-03-04,210.39999389648438,210.49000549316406,209.05999755859375,176.09585571289062,114497200
2015-03-05,210.6199951171875,210.8000030517578,209.85000610351562,176.28851318359375,76873000
2015-03-06,209.4199981689453,209.94000244140625,207.10000610351562,173.80914306640625,188128000
